Publisher,Keyword,Ad Group,Keyword Type,Clicks,Impressions,CTR,Avg CPC,Total Advertising Cost,Avg Position,Conversions,Revenue per Conversion,Total Revenue
MSN-US,baby math games,math games - MU,broad,1,107,0.93%,1.06,1.06,2.11,1,19.85,19.85
MSN-US,math games for preschool,math games - MU,phrase,0,174,0.00%,0.00,0.00,2.50,0,63.15,0.00
MSN-US,envision math games online,math games - MU,phrase,0,131,0.00%,0.00,0.00,2.54,0,71.12,0.00
MSN-US,math games for fifth grade,math games - MU,phrase,0,35,0.00%,0.00,0.00,4.85,0,51.07,0.00
MSN-US,fun free math games for kids,math games - MU,broad,0,57,0.00%,0.00,0.00,4.51,0,80.92,0.00
MSN-US,fun math games 4 kids,math games - MU,phrase,1,158,0.63%,0.28,0.28,3.86,1,46.66,46.66
MSN-US,the best math games ever,math games - MU,exact,0,107,0.00%,0.00,0.00,3.16,0,88.07,0.00
MSN-US,addition subtraction math games,math games - MU,phrase,0,46,0.00%,0.00,0.00,2.34,0,45.88,0.00
MSN-US,math math games,math games - MU,phrase,1,63,1.59%,0.16,0.16,3.49,0,44.87,0.00
MSN-US,www.cool math games for kids,math games - MU,phrase,0,28,0.00%,0.00,0.00,5.82,0,88.93,0.00
MSN-US,amazing math games,math games - MU,exact,0,69,0.00%,0.00,0.00,2.22,0,19.40,0.00
MSN-US,super math games,math games - MU,phrase,0,88,0.00%,0.00,0.00,1.65,0,62.13,0.00
MSN-US,math games that are actually fun,math games - MU,exact,0,14,0.00%,0.00,0.00,8.87,0,54.30,0.00
MSN-US,multiplication math games online,math games - MU,phrase,0,99,0.00%,0.00,0.00,8.19,0,63.52,0.00
MSN-US,4th math games,math games - MU,broad,0,178,0.00%,0.00,0.00,9.08,0,26.68,0.00
MSN-US,toddler math games,math games - MU,exact,5,192,2.60%,0.93,4.65,1.17,1,51.15,51.15
MSN-US,math games play,math games - MU,phrase,2,101,1.98%,0.95,1.90,1.38,0,60.40,0.00
MSN-US,free online kids math games,math games - MU,broad,0,48,0.00%,0.00,0.00,2.25,0,31.61,0.00
MSN-US,math games for elementary students,math games - MU,phrase,0,67,0.00%,0.00,0.00,3.93,0,80.47,0.00
MSN-US,free high school math games,math games - MU,exact,2,104,1.92%,0.69,1.38,1.86,1,85.52,85.52
MSN-US,angle math games,math games - MU,exact,0,63,0.00%,0.00,0.00,9.41,0,37.53,0.00
MSN-US,math games for 6 year olds,math games - MU,broad,0,32,0.00%,0.00,0.00,8.82,0,65.49,0.00
MSN-US,time math games,math games - MU,broad,1,188,0.53%,0.69,0.69,4.75,1,26.54,26.54
MSN-US,free math games kids,math games - MU,phrase,33,4383,0.75%,0.27,8.91,3.17,12,23.22,278.66
MSN-US,free kids math games 1st grade,math games - MU,broad,0,190,0.00%,0.00,0.00,2.51,0,17.88,0.00
MSN-US,free math games for 2nd graders,math games - MU,exact,6,399,1.50%,1.00,6.00,2.15,2,74.68,149.36
MSN-US,fishing math games,math games - MU,broad,0,52,0.00%,0.00,0.00,4.13,0,31.79,0.00
MSN-US,add math games,math games - MU,broad,1,132,0.76%,0.75,0.75,1.91,0,36.97,0.00
MSN-US,math games for teachers,math games - MU,exact,0,39,0.00%,0.00,0.00,6.59,0,46.38,0.00
MSN-US,math games for kids kindergarten,math games - MU,broad,2,405,0.49%,0.05,0.10,3.41,0,44.06,0.00
MSN-US,pre school math games,math games - MU,exact,0,43,0.00%,0.00,0.00,4.54,0,63.81,0.00
MSN-US,horse math games,math games - MU,exact,0,48,0.00%,0.00,0.00,4.26,0,95.89,0.00
MSN-Global,cool math games 4 kids.com,math games - MG,exact,0,33,0.00%,0.00,0.00,4.94,0,63.61,0.00
MSN-Global,dirt bike math games,math games - MG,broad,0,45,0.00%,0.00,0.00,2.96,0,86.67,0.00
MSN-Global,third grade math games free,math games - MG,broad,0,43,0.00%,0.00,0.00,3.53,0,87.71,0.00
MSN-Global,geometry math games for kids,math games - MG,exact,1,121,0.83%,0.40,0.40,2.65,1,82.69,82.69
MSN-Global,online 5th grade math games,math games - MG,broad,0,30,0.00%,0.00,0.00,4.30,0,61.82,0.00
MSN-Global,cool math games for 6th graders,math games - MG,exact,0,28,0.00%,0.00,0.00,8.30,0,33.27,0.00
MSN-Global,math games for kids for free,math games - MG,broad,1,56,1.79%,0.98,0.98,2.77,1,15.03,15.03
MSN-Global,disney channel math games,math games - MG,broad,0,54,0.00%,0.00,0.00,2.81,0,81.46,0.00
MSN-Global,100 math games,math games - MG,broad,0,32,0.00%,0.00,0.00,7.26,0,60.15,0.00
MSN-Global,car racing math games,math games - MG,broad,0,92,0.00%,0.00,0.00,2.33,0,87.65,0.00
MSN-Global,good math games for kids,math games - MG,broad,4,425,0.94%,0.29,1.16,1.83,1,86.81,86.81
MSN-Global,math games for grade 9,math games - MG,broad,0,34,0.00%,0.00,0.00,8.77,0,89.51,0.00
MSN-Global,free online 2nd grade math games,math games - MG,broad,0,48,0.00%,0.00,0.00,4.09,0,76.02,0.00
MSN-Global,fun 4th grade math games,math games - MG,exact,5,204,2.45%,0.50,2.50,1.40,2,59.29,118.58
MSN-Global,i love math games,math games - MG,broad,0,20,0.00%,0.00,0.00,7.66,0,84.38,0.00
MSN-Global,times math games,math games - MG,broad,0,54,0.00%,0.00,0.00,4.49,0,85.64,0.00
MSN-Global,math games for 4 year olds,math games - MG,broad,0,31,0.00%,0.00,0.00,8.35,0,92.68,0.00
MSN-Global,dog math games,math games - MG,exact,1,663,0.15%,0.59,0.59,1.56,1,82.75,82.75
MSN-Global,fashion math games,math games - MG,exact,0,61,0.00%,0.00,0.00,6.15,0,73.46,0.00
MSN-Global,clock math games,math games - MG,phrase,0,365,0.00%,0.00,0.00,2.35,0,92.04,0.00
MSN-Global,math games for kids 4th grade,math games - MG,exact,0,16,0.00%,0.00,0.00,9.32,0,29.21,0.00
MSN-Global,free first grade math games online,math games - MG,exact,0,87,0.00%,0.00,0.00,6.06,0,97.95,0.00
MSN-Global,go math games,math games - MG,exact,0,52,0.00%,0.00,0.00,2.18,0,33.95,0.00
MSN-Global,fun math games kids,math games - MG,broad,1,133,0.75%,0.68,0.68,1.81,1,59.33,59.33
MSN-Global,5th grade math games for kids,math games - MG,exact,2,358,0.56%,0.07,0.14,2.92,1,34.21,34.21
MSN-Global,playground math games,math games - MG,phrase,0,101,0.00%,0.00,0.00,1.90,0,77.86,0.00
MSN-Global,math games for all ages,math games - MG,exact,0,116,0.00%,0.00,0.00,9.10,0,60.18,0.00
MSN-Global,alien math games,math games - MG,exact,0,81,0.00%,0.00,0.00,3.23,0,30.20,0.00
MSN-Global,free educational math games,math games - MG,exact,1,214,0.47%,0.63,0.63,4.23,1,72.93,72.93
MSN-Global,fraction math games for kids,math games - MG,phrase,2,81,2.47%,1.00,2.00,1.49,1,65.25,65.25
MSN-Global,cool math games for free,math games - MG,broad,2,86,2.33%,0.50,1.00,1.24,1,25.53,25.53
MSN-Global,1st grade math games free,math games - MG,broad,0,14,0.00%,0.00,0.00,9.37,0,40.26,0.00
MSN-Global,funschool math games,math games - MG,broad,1,94,1.06%,0.38,0.38,3.08,0,65.28,0.00
MSN-Global,free math games for children,math games - MG,phrase,0,33,0.00%,0.00,0.00,9.02,0,26.81,0.00
MSN-Global,driving math games,math games - MG,phrase,0,21,0.00%,0.00,0.00,9.80,0,91.20,0.00
MSN-Global,great math games,math games - MG,exact,0,87,0.00%,0.00,0.00,3.13,0,61.72,0.00
MSN-Global,fun online math games for kids,math games - MG,broad,0,54,0.00%,0.00,0.00,1.87,0,100.93,0.00
MSN-Global,magic math games,math games - MG,broad,0,32,0.00%,0.00,0.00,3.55,0,82.79,0.00
MSN-Global,everyday math games online,math games - MG,phrase,0,43,0.00%,0.00,0.00,3.96,0,35.70,0.00
MSN-Global,jumpstart math games,math games - MG,phrase,1,886,0.11%,0.39,0.39,4.84,1,95.33,95.33
MSN-Global,cool math games all ages,math games - MG,broad,1,56,1.79%,0.50,0.50,1.78,1,36.97,36.97
MSN-Global,grade one math games,math games - MG,exact,1,101,0.99%,0.72,0.72,2.49,1,92.46,92.46
MSN-Global,cool math games jigsaw puzzles,math games - MG,broad,0,100,0.00%,0.00,0.00,2.86,0,95.58,0.00
MSN-Global,math games for kids to play,math games - MG,phrase,0,51,0.00%,0.00,0.00,6.83,0,39.43,0.00
MSN-Global,free math games for adults,math games - MG,phrase,0,54,0.00%,0.00,0.00,3.26,0,59.56,0.00
MSN-Global,math games online for kids free,math games - MG,phrase,2,132,1.52%,0.65,1.30,2.42,1,92.38,92.38
MSN-Global,fifth grade math games online,math games - MG,broad,0,124,0.00%,0.00,0.00,2.14,0,36.92,0.00
MSN-Global,first grade math games free,math games - MG,phrase,0,47,0.00%,0.00,0.00,4.59,0,36.21,0.00
MSN-Global,orchard math games,math games - MG,phrase,0,44,0.00%,0.00,0.00,1.97,0,74.81,0.00
MSN-Global,play online math games,math games - MG,phrase,2,257,0.78%,0.42,0.84,1.71,2,36.64,73.27
MSN-Global,free online first grade math games,math games - MG,exact,0,56,0.00%,0.00,0.00,4.14,0,66.81,0.00
MSN-Global,3rd grade math games for kids,math games - MG,broad,0,77,0.00%,0.00,0.00,2.81,0,61.42,0.00
MSN-Global,google math games for kids,math games - MG,exact,1,53,1.89%,0.91,0.91,2.47,0,54.55,0.00
MSN-Global,fun math games for first graders,math games - MG,phrase,0,23,0.00%,0.00,0.00,9.66,0,34.15,0.00
MSN-Global,interactive math games for 2nd grade,math games - MG,exact,0,148,0.00%,0.00,0.00,4.58,0,61.31,0.00
MSN-Global,2nd math games,math games - MG,broad,0,97,0.00%,0.00,0.00,7.76,0,61.86,0.00
MSN-Global,online 2nd grade math games,math games - MG,exact,0,160,0.00%,0.00,0.00,3.87,0,75.90,0.00
MSN-Global,math games middle school,math games - MG,phrase,0,100,0.00%,0.00,0.00,4.00,0,29.52,0.00
MSN-Global,free online preschool math games,math games - MG,broad,0,70,0.00%,0.00,0.00,8.70,0,91.86,0.00
MSN-Global,every math games,math games - MG,broad,0,79,0.00%,0.00,0.00,4.71,0,97.43,0.00
MSN-Global,monkey math games,math games - MG,phrase,0,129,0.00%,0.00,0.00,1.73,0,73.52,0.00
MSN-Global,wii math games,math games - MG,phrase,0,186,0.00%,0.00,0.00,7.31,0,64.80,0.00
MSN-Global,second grade online math games,math games - MG,exact,1,122,0.82%,0.23,0.23,4.78,0,49.06,0.00
MSN-Global,math games for 3 grade,math games - MG,broad,0,61,0.00%,0.00,0.00,4.37,0,83.43,0.00
MSN-Global,math games websites,math games - MG,broad,1,77,1.30%,0.53,0.53,2.07,1,40.31,40.31
MSN-Global,world math games,math games - MG,exact,6,677,0.89%,0.64,3.84,2.84,3,92.22,276.67
MSN-Global,cool math games free,math games - MG,phrase,0,38,0.00%,0.00,0.00,3.93,0,47.57,0.00
MSN-Global,math games children,math games - MG,broad,1,147,0.68%,0.54,0.54,1.27,1,95.72,95.72
MSN-Global,play free online math games,math games - MG,exact,0,44,0.00%,0.00,0.00,2.70,0,36.63,0.00
MSN-Global,gg math games,math games - MG,exact,0,44,0.00%,0.00,0.00,3.40,0,35.45,0.00
MSN-Global,5 grade math games online,math games - MG,exact,1,203,0.49%,0.43,0.43,2.81,1,100.50,100.50
MSN-Global,math games for grade 5 online,math games - MG,exact,0,94,0.00%,0.00,0.00,3.21,0,51.00,0.00
MSN-Global,fighting math games,math games - MG,exact,0,63,0.00%,0.00,0.00,2.28,0,68.99,0.00
MSN-Global,simple math games for kids,math games - MG,broad,1,67,1.49%,0.62,0.62,2.14,0,41.52,0.00
MSN-Global,online math games middle school,math games - MG,broad,1,299,0.33%,0.98,0.98,1.45,1,56.15,56.15
MSN-Global,math games 2,math games - MG,exact,0,76,0.00%,0.00,0.00,1.67,0,54.50,0.00
MSN-Global,math games for 5 year olds,math games - MG,broad,0,32,0.00%,0.00,0.00,4.03,0,54.44,0.00
MSN-Global,aaa math games.com,math games - MG,broad,0,41,0.00%,0.00,0.00,4.83,0,34.77,0.00
MSN-Global,justin bieber math games,math games - MG,broad,0,45,0.00%,0.00,0.00,4.11,0,74.14,0.00
MSN-Global,easy math games online,math games - MG,broad,3,100,3.00%,1.05,3.15,1.06,2,79.28,158.56
MSN-Global,addicting math games,math games - MG,phrase,0,22,0.00%,0.00,0.00,8.14,0,72.94,0.00
MSN-Global,math games 3rd graders,math games - MG,exact,0,95,0.00%,0.00,0.00,2.98,0,38.69,0.00
MSN-Global,free kindergarten math games online,math games - MG,broad,0,33,0.00%,0.00,0.00,9.59,0,65.38,0.00
MSN-Global,math games for grade 6,math games - MG,broad,2,108,1.85%,0.80,1.60,1.34,2,34.69,69.38
MSN-Global,math games teachers,math games - MG,broad,0,112,0.00%,0.00,0.00,4.37,0,66.37,0.00
MSN-Global,math games online first grade,math games - MG,broad,1,108,0.93%,0.47,0.47,1.72,0,81.01,0.00
MSN-Global,animal math games,math games - MG,exact,0,47,0.00%,0.00,0.00,2.38,0,50.18,0.00
MSN-Global,math games for 8th graders,math games - MG,exact,1,94,1.06%,1.11,1.11,3.43,1,92.24,92.24
MSN-Global,action math games,math games - MG,phrase,1,110,0.91%,0.07,0.07,4.51,0,46.74,0.00
MSN-Global,math games for primary students,math games - MG,broad,2,136,1.47%,0.60,1.20,1.25,2,86.58,173.15
MSN-Global,kid math games online,math games - MG,exact,0,40,0.00%,0.00,0.00,2.91,0,93.18,0.00
MSN-Global,free online math games for kindergarteners,math games - MG,broad,0,56,0.00%,0.00,0.00,3.10,0,60.81,0.00
MSN-Global,www.learn-with-math-games.com,math games - MG,exact,1,104,0.96%,0.68,0.68,4.05,0,53.35,0.00
MSN-Global,wild math games,math games - MG,broad,0,52,0.00%,0.00,0.00,3.12,0,61.73,0.00
MSN-Global,only math games,math games - MG,phrase,0,39,0.00%,0.00,0.00,9.08,0,68.73,0.00
MSN-Global,math games division,math games - MG,phrase,57,2465,2.31%,0.07,3.99,1.23,57,33.06,1884.58
MSN-Global,math games on the computer,math games - MG,broad,0,32,0.00%,0.00,0.00,5.02,0,94.62,0.00
MSN-Global,math games grade 6,math games - MG,broad,0,43,0.00%,0.00,0.00,2.87,0,95.37,0.00
MSN-Global,all math games to play,math games - MG,exact,1,107,0.93%,0.76,0.76,3.41,1,52.23,52.23
MSN-Global,math games fun brain,math games - MG,phrase,0,105,0.00%,0.00,0.00,2.51,0,99.52,0.00
MSN-Global,math games is fun,math games - MG,broad,0,51,0.00%,0.00,0.00,4.11,0,49.89,0.00
MSN-Global,smartboard math games,math games - MG,phrase,0,122,0.00%,0.00,0.00,5.90,0,36.53,0.00
MSN-Global,math games third grade,math games - MG,phrase,0,30,0.00%,0.00,0.00,3.80,0,25.15,0.00
MSN-Global,fun math games for fourth graders,math games - MG,phrase,0,34,0.00%,0.00,0.00,8.01,0,52.12,0.00
MSN-Global,funny math games for kids,math games - MG,phrase,2,281,0.71%,0.36,0.72,3.40,1,95.63,95.63
MSN-Global,online math games for 2nd graders,math games - MG,phrase,5,3533,0.14%,0.38,1.90,9.52,5,32.80,164.00
MSN-Global,cars math games,math games - MG,phrase,0,26,0.00%,0.00,0.00,8.50,0,79.90,0.00
MSN-Global,math games for grade 3 students,math games - MG,broad,0,43,0.00%,0.00,0.00,5.84,0,58.31,0.00
MSN-Global,math games for grade 2 free,math games - MG,exact,0,159,0.00%,0.00,0.00,4.80,0,42.70,0.00
MSN-Global,math games for preschoolers on line,math games - MG,phrase,6,270,2.22%,0.99,5.94,1.21,2,66.71,133.42
MSN-Global,play math games online for kids,math games - MG,broad,0,43,0.00%,0.00,0.00,9.40,0,59.21,0.00
MSN-Global,play pacman math games,math games - MG,exact,0,120,0.00%,0.00,0.00,2.34,0,106.09,0.00
MSN-Global,electronic math games,math games - MG,broad,0,23,0.00%,0.00,0.00,9.13,0,118.77,0.00
MSN-Global,basic math games for kids,math games - MG,exact,0,52,0.00%,0.00,0.00,2.26,0,98.34,0.00
MSN-Global,math games elementary,math games - MG,phrase,0,81,0.00%,0.00,0.00,7.41,0,122.49,0.00
MSN-Global,fun and cool math games,math games - MG,phrase,0,52,0.00%,0.00,0.00,4.18,0,80.75,0.00
MSN-Global,math games basketball,math games - MG,broad,1,68,1.47%,0.07,0.07,1.73,1,105.21,105.21
MSN-Global,math games for boys,math games - MG,exact,0,36,0.00%,0.00,0.00,4.54,0,116.19,0.00
MSN-Global,free kids math games online,math games - MG,broad,0,149,0.00%,0.00,0.00,2.89,0,104.09,0.00
Yahoo-Global,math games for 3rd graders online,math games - YG,exact,2,95,2.11%,1.12,2.24,1.75,0,106.19,0.00
Yahoo-Global,math games for 4th graders online,math games - YG,exact,3,630,0.48%,0.71,2.13,8.73,1,120.24,120.24
Yahoo-Global,1 st grade math games,math games - YG,phrase,1,106,0.94%,0.33,0.33,2.03,0,79.66,0.00
Yahoo-Global,fun free math games online,math games - YG,exact,4,602,0.66%,0.50,2.00,2.94,1,123.20,123.20
Yahoo-Global,math games car,math games - YG,broad,1,88,1.14%,0.86,0.86,2.23,0,103.50,0.00
Yahoo-Global,boxing math games,math games - YG,phrase,1,371,0.27%,0.19,0.19,1.66,0,114.60,0.00
Yahoo-Global,www.free math games.com,math games - YG,exact,2,97,2.06%,0.41,0.82,2.53,1,109.17,109.17
Yahoo-Global,fun math games online for kids,math games - YG,phrase,1,72,1.39%,0.59,0.59,2.38,0,76.60,0.00
Yahoo-Global,a plus math games,math games - YG,exact,1,80,1.25%,0.73,0.73,2.02,0,86.47,0.00
Yahoo-Global,math games preschool,math games - YG,broad,0,44,0.00%,0.00,0.00,4.29,0,114.82,0.00
Yahoo-Global,fun math games for kindergarteners,math games - YG,phrase,0,35,0.00%,0.00,0.00,7.08,0,121.92,0.00
Yahoo-Global,study math games,math games - YG,broad,0,45,0.00%,0.00,0.00,5.33,0,77.87,0.00
Yahoo-Global,free online math games kindergarten,math games - YG,broad,0,34,0.00%,0.00,0.00,8.80,0,121.50,0.00
Yahoo-Global,awesome math games online,math games - YG,exact,0,50,0.00%,0.00,0.00,6.66,0,113.04,0.00
Yahoo-Global,free fun math games for girls,math games - YG,phrase,0,80,0.00%,0.00,0.00,3.80,0,101.55,0.00
Yahoo-Global,2 grade math games online,math games - YG,phrase,0,58,0.00%,0.00,0.00,5.07,0,77.80,0.00
Yahoo-Global,math games grade 8,math games - YG,broad,1,181,0.55%,0.35,0.35,6.38,0,81.30,0.00
Yahoo-Global,online math games for kindergarteners,math games - YG,exact,0,81,0.00%,0.00,0.00,4.92,0,116.55,0.00
Yahoo-Global,cool math games online,math games - YG,phrase,5,177,2.82%,0.05,0.25,1.34,2,94.58,189.17
Yahoo-Global,math games geometry,math games - YG,phrase,4,732,0.55%,0.05,0.20,2.50,0,97.87,0.00
Yahoo-Global,math games cars,math games - YG,phrase,2,684,0.29%,0.29,0.58,1.81,0,112.04,0.00
Yahoo-Global,math games for kids grade 5,math games - YG,broad,1,62,1.61%,0.12,0.12,3.10,0,83.08,0.00
Yahoo-Global,online 3rd grade math games,math games - YG,phrase,0,106,0.00%,0.00,0.00,2.74,0,109.22,0.00
Yahoo-Global,math games for 6 grade,math games - YG,exact,0,21,0.00%,0.00,0.00,8.79,0,93.67,0.00
Yahoo-Global,3ed grade math games,math games - YG,exact,1,135,0.74%,0.53,0.53,1.48,0,103.77,0.00
Yahoo-Global,free computer math games for kids,math games - YG,phrase,1,65,1.54%,0.56,0.56,4.16,0,119.00,0.00
Yahoo-Global,download free math games,math games - YG,exact,0,23,0.00%,0.00,0.00,9.19,0,123.76,0.00
Yahoo-Global,map math games,math games - YG,exact,0,54,0.00%,0.00,0.00,7.51,0,124.54,0.00
Yahoo-Global,free 1st grade math games online,math games - YG,exact,0,161,0.00%,0.00,0.00,1.30,0,111.86,0.00
Yahoo-Global,math games for 5 graders,math games - YG,phrase,0,36,0.00%,0.00,0.00,5.83,0,94.71,0.00
Yahoo-Global,www.com math games,math games - YG,broad,0,71,0.00%,0.00,0.00,3.14,0,83.14,0.00
Yahoo-Global,dressup math games,math games - YG,broad,1,113,0.88%,0.18,0.18,2.25,0,78.55,0.00
Yahoo-Global,math games activities,math games - YG,exact,10,1514,0.66%,0.11,1.10,1.68,3,124.41,373.24
Yahoo-Global,math games for kids 1st grade,math games - YG,broad,103,9385,1.10%,0.80,82.40,1.95,31,78.00,2418.12
Yahoo-Global,any math games,math games - YG,phrase,0,36,0.00%,0.00,0.00,6.46,0,396.31,0.00
Yahoo-Global,fun cool math games,math games - YG,phrase,1,61,1.64%,0.85,0.85,3.52,0,300.97,0.00
Yahoo-Global,online 1st grade math games,math games - YG,exact,2,142,1.41%,0.60,1.20,2.00,0,395.78,0.00
Yahoo-Global,cool free math games,math games - YG,exact,5,380,1.32%,0.54,2.70,2.60,1,380.22,380.22
Yahoo-Global,the funnest math games ever,math games - YG,phrase,0,48,0.00%,0.00,0.00,4.99,0,124.91,0.00
Yahoo-Global,very fun math games for kids,math games - YG,broad,0,382,0.00%,0.00,0.00,3.01,0,286.60,0.00
Yahoo-Global,online kids math games,math games - YG,phrase,2,134,1.49%,0.76,1.52,1.65,0,396.22,0.00
Yahoo-Global,cool math games for 4th graders,math games - YG,phrase,0,203,0.00%,0.00,0.00,1.94,0,292.52,0.00
Yahoo-Global,math games for 4 graders,math games - YG,exact,0,132,0.00%,0.00,0.00,2.97,0,322.24,0.00
Yahoo-Global,cool math games boombot 1,math games - YG,broad,0,79,0.00%,0.00,0.00,3.77,0,169.40,0.00
Yahoo-Global,play cool math games for kids,math games - YG,exact,5,615,0.81%,0.64,3.20,1.51,1,358.93,358.93
